Sentence_no,Token,Token_ID,Token_TYPE,Token_no,Partition
1013,.,P,NONE,47,1
1014,"Therefore,",P,NONE,0,1
1014,the,P,NONE,1,1
1014,client,T185,Func_Name,2,1
1014,client,P,NONE,3,1
1014,must,P,NONE,4,1
1014,iterate,T175,Pred_Name,5,1
1014,through,P,NONE,6,1
1014,the,P,NONE,7,1
1014,security,T176,Variable,8,1
1014,triples,T176,Variable,9,1
1014,available,T177,Pred_Name,10,1
1014,at,P,NONE,11,1
1014,the,P,NONE,12,1
1014,client,P,NONE,13,1
1014,and,T184,and,14,1
1014,re-attempt,T180,Pred_Name,15,1
1014,the,P,NONE,16,1
1014,PUTROOTFH,T181,OperationName,17,1
1014,or,T183,Pred_Name,18,1
1014,PUTPUBFH,T182,OperationName,19,1
1014,operation,P,NONE,20,1
1014,.,P,NONE,21,1
1015,In,T190,if_else,0,1
1015,the,T190,if_else,1,1
1015,unfortunate,T190,if_else,2,1
1015,event,T190,if_else,3,1
1015,that,P,NONE,4,1
1015,none,T198,Pred_Name,5,1
1015,of,P,NONE,6,1
1015,the,P,NONE,7,1
1015,MANDATORY,T191,Func_Name,8,1
1015,security,T192,Variable,9,1
1015,triples,T192,Variable,10,1
1015,are,P,NONE,11,1
1015,supported,T186,Pred_Name,12,1
1015,by,T186,Pred_Name,13,1
1015,the,P,NONE,14,1
1015,client,P,NONE,15,1
1015,and,T188,and,16,1
1015,server,P,NONE,17,1
1015,",",P,NONE,18,1
1015,the,P,NONE,19,1
1015,client,P,NONE,20,1
1015,SHOULD,P,NONE,21,1
1015,try,P,NONE,22,1
1015,using,T194,Pred_Name,23,1
1015,others,T195,Func_Name,24,1
1015,that,P,NONE,25,1
1015,support,T196,Pred_Name,26,1
1015,integrity,T197,Variable,27,1
1015,.,P,NONE,28,1
1016,Failing,P,NONE,0,1
1016,"that,",P,NONE,1,1
1016,the,P,NONE,2,1
1016,client,P,NONE,3,1
1016,can,P,NONE,4,1
1016,try,P,NONE,5,1
1016,using,T199,Pred_Name,6,1
1016,AUTH_NONE,T200,Value,7,1
1016,",",P,NONE,8,1
1016,but,T201,if_else,9,1
1016,because,P,NONE,10,1
1016,such,P,NONE,11,1
1016,forms,T203,Variable,12,1
1016,lack,T202,Pred_Name,13,1
1016,integrity,T204,Variable,14,1
1016,checks,T204,Variable,15,1
1016,",",P,NONE,16,1
1016,this,P,NONE,17,1
1016,puts,T205,Pred_Name,18,1
1016,the,P,NONE,19,1
1016,client,P,NONE,20,1
1016,at,P,NONE,21,1
1016,risk,T207,Func_Name,22,1
1016,.,P,NONE,23,1
1017,"Nonetheless,",P,NONE,0,1
1017,the,P,NONE,1,1
1017,server,P,NONE,2,1
1017,SHOULD,P,NONE,3,1
1017,allow,T209,Pred_Name,4,1
1017,the,P,NONE,5,1
1017,client,P,NONE,6,1
1017,to,P,NONE,7,1
1017,use,T215,Pred_Name,8,1
1017,whatever,P,NONE,9,1
1017,security,T212,Func_Name,10,1
1017,form,T212,Func_Name,11,1
1017,the,P,NONE,12,1
1017,client,P,NONE,13,1
1017,requests,T213,Pred_Name,14,1
1017,and,T216,and,15,1
1017,the,P,NONE,16,1
1017,server,P,NONE,17,1
1017,supports,T217,Pred_Name,18,1
1017,",",P,NONE,19,1
1017,since,T219,Func_Name,20,1
1017,the,P,NONE,21,1
1017,risks,T223,Variable,22,1
1017,of,P,NONE,23,1
1017,doing,T220,Pred_Name,24,1
1017,so,T220,Pred_Name,25,1
1017,are,P,NONE,26,1
1017,on,T221,Func_Name,27,1
1017,the,P,NONE,28,1
1017,client,P,NONE,29,1
1017,.,P,NONE,30,1
1018,The,P,NONE,0,1
1018,READDIR,T225,OperationName,1,1
1018,operation,P,NONE,2,1
1018,will,P,NONE,3,1
1018,not,T226,Func_Name,4,1
1018,directly,T226,Func_Name,5,1
1018,return,T226,Func_Name,6,1
1018,the,P,NONE,7,1
1018,NFS4ERR_WRONGSEC,T224,Value,8,1
1018,error,P,NONE,9,1
1018,.,P,NONE,10,1
1019,"However,",P,NONE,0,1
1019,if,T227,if_else,1,1
1019,the,P,NONE,2,1
1019,READDIR,T228,OperationName,3,1
1019,request,P,NONE,4,1
1019,included,T229,Pred_Name,5,1
1019,a,P,NONE,6,1
1019,request,T230,Func_Name,7,1
1019,for,P,NONE,8,1
1019,"attributes,",T231,Variable,9,1
1019,it,P,NONE,10,1
1019,is,P,NONE,11,1
1019,possible,P,NONE,12,1
1019,that,P,NONE,13,1
1019,the,P,NONE,14,1
1019,READDIR,T235,OperationName,15,1
1019,request's,T234,Func_Name,16,1
1019,security,T233,Variable,17,1
1019,triple,T233,Variable,18,1
1019,does,P,NONE,19,1
1019,not,T232,Pred_Name,20,1
1019,match,T232,Pred_Name,21,1
1019,that,P,NONE,22,1
1019,of,P,NONE,23,1
1019,a,P,NONE,24,1
1019,directory,T236,Func_Name,25,1
1019,entry,T237,Variable,26,1
1019,.,P,NONE,27,1
1020,If,T241,if_else,0,1
1020,this,T243,Variable,1,1
1020,is,T242,Pred_Name,2,1
1020,the,P,NONE,3,1
1020,case,T244,Variable,4,1
1020,and,T245,and,5,1
1020,the,P,NONE,6,1
1020,client,P,NONE,7,1
1020,has,P,NONE,8,1
1020,requested,T238,Pred_Name,9,1
1020,the,P,NONE,10,1
1020,rdattr_error,T240,Variable,11,1
1020,"attribute,",P,NONE,12,1
1020,the,P,NONE,13,1
1020,server,P,NONE,14,1
1020,will,P,NONE,15,1
1020,return,T246,Op_return,16,1
1020,the,P,NONE,17,1
1020,NFS4ERR_WRONGSEC,T248,Value,18,1
1020,error,P,NONE,19,1
1020,in,P,NONE,20,1
1020,rdattr_error,T249,Func_Name,21,1
1020,for,P,NONE,22,1
1020,the,P,NONE,23,1
1020,entry,P,NONE,24,1
1020,.,P,NONE,25,1
1021,Note,P,NONE,0,1
1021,that,P,NONE,1,1
1021,a,P,NONE,2,1
1021,server,P,NONE,3,1
1021,MAY,P,NONE,4,1
1021,use,T252,Pred_Name,5,1
1021,the,P,NONE,6,1
1021,AUTH_NONE,T250,Variable,7,1
1021,flavor,P,NONE,8,1
1021,to,P,NONE,9,1
1021,signify,T251,Pred_Name,10,1
1021,that,P,NONE,11,1
1021,the,P,NONE,12,1
1021,client,P,NONE,13,1
1021,is,P,NONE,14,1
1021,allowed,T255,Pred_Name,15,1
1021,to,P,NONE,16,1
1021,attempt,T256,Pred_Name,17,1
1021,to,P,NONE,18,1
1021,use,T257,Pred_Name,19,1
1021,authentication,T258,Variable,20,1
1021,flavors,T258,Variable,21,1
1021,that,P,NONE,22,1
1021,are,P,NONE,23,1
1021,not,P,NONE,24,1
1021,explicitly,P,NONE,25,1
1021,listed,T259,Pred_Name,26,1
1021,in,P,NONE,27,1
1021,the,P,NONE,28,1
1021,SECINFO,T260,OperationName,29,1
1021,results,T261,Func_Name,30,1
1021,.,P,NONE,31,1
1022,LOOKUP,T1,Op_return,0,0
1022,evaluates,T2,Pred_Name,1,0
1022,the,P,NONE,2,0
1022,component,T3,Variable,3,0
1022,and,T4,and,4,0
1022,if,T5,if_else,5,0
1022,the,P,NONE,6,0
1022,object,T6,Variable,7,0
1022,exists,T8,Pred_Name,8,0
1022,the,P,NONE,9,0
1022,current,T7,Variable,10,0
1022,filehandle,T7,Variable,11,0
1022,is,P,NONE,12,0
1022,replaced,T9,Pred_Name,13,0
1022,with,T9,Pred_Name,14,0
1022,the,P,NONE,15,0
1022,component's,T10,Func_Name,16,0
1022,filehandle,T11,Variable,17,0
1022,.,P,NONE,18,0
1023,If,T12,if_else,0,0
1023,the,P,NONE,1,0
1023,component,P,NONE,2,0
1023,cannot,P,NONE,3,0
1023,be,P,NONE,4,0
1023,evaluated,P,NONE,5,0
1023,because,P,NONE,6,0
1023,either,P,NONE,7,0
1023,it,P,NONE,8,0
1023,does,P,NONE,9,0
1023,not,P,NONE,10,0
1023,exist,P,NONE,11,0
1023,or,P,NONE,12,0
1023,the,P,NONE,13,0
1023,client,P,NONE,14,0
1023,does,P,NONE,15,0
1023,not,P,NONE,16,0
1023,have,P,NONE,17,0
1023,permission,P,NONE,18,0
1023,to,P,NONE,19,0
1023,evaluate,P,NONE,20,0
1023,"it,",P,NONE,21,0
1023,then,P,NONE,22,0
1023,an,P,NONE,23,0
1023,error,P,NONE,24,0
1023,will,P,NONE,25,0
1023,be,P,NONE,26,0
1023,"returned,",P,NONE,27,0
1023,and,P,NONE,28,0
1023,the,P,NONE,29,0
1023,current,P,NONE,30,0
1023,filehandle,P,NONE,31,0
1023,will,P,NONE,32,0
1023,be,P,NONE,33,0
1023,unchanged,P,NONE,34,0
1023,.,P,NONE,35,0
1024,If,T13,if_else,0,0
1024,the,P,NONE,1,0
1024,component,T14,Variable,2,0
1024,is,T19,Pred_Name,3,0
1024,of,P,NONE,4,0
1024,zero,T16,Value,5,0
1024,length,T15,Func_Name,6,0
1024,",",P,NONE,7,0
1024,NFS4ERR_INVAL,T17,Value,8,0
1024,will,P,NONE,9,0
1024,be,P,NONE,10,0
1024,returned,T18,Op_return,11,0
1024,.,P,NONE,12,0
1025,The,P,NONE,0,0
1025,component,T20,Variable,1,0
1025,is,P,NONE,2,0
1025,also,P,NONE,3,0
1025,subject,T21,Pred_Name,4,0
1025,to,T21,Pred_Name,5,0
1025,the,P,NONE,6,0
1025,normal,T22,Variable,7,0
1025,UTF-8,T22,Variable,8,0
1025,",",P,NONE,9,0
1025,character,T23,Variable,10,0
1025,support,T23,Variable,11,0
1025,",",P,NONE,12,0
1025,and,P,NONE,13,0
1025,name,T24,Variable,14,0
1025,checks,T24,Variable,15,0
1025,.,P,NONE,16,0
1026,IMPLEMENTATION,P,NONE,0,0
1026,If,T25,if_else,1,0
1026,the,P,NONE,2,0
1026,client,P,NONE,3,0
1026,wants,P,NONE,4,0
1026,to,P,NONE,5,0
1026,achieve,P,NONE,6,0
1026,the,P,NONE,7,0
1026,effect,P,NONE,8,0
1026,of,P,NONE,9,0
1026,a,P,NONE,10,0
1026,multi-component,P,NONE,11,0
1026,"lookup,",P,NONE,12,0
1026,it,P,NONE,13,0
1026,may,P,NONE,14,0
1026,construct,P,NONE,15,0
1026,a,P,NONE,16,0
1026,COMPOUND,P,NONE,17,0
1026,request,P,NONE,18,0
1026,such,P,NONE,19,0
1026,as,P,NONE,20,0
1026,the,P,NONE,21,0
1026,following,P,NONE,22,0
1026,(and,P,NONE,23,0
1026,obtain,P,NONE,24,0
1026,each,P,NONE,25,0
1026,filehandle):,P,NONE,26,0
1026,PUTFH,P,NONE,27,0
1026,(directory,P,NONE,28,0
1026,filehandle),P,NONE,29,0
1026,LOOKUP,P,NONE,30,0
1026,"""pub""",P,NONE,31,0
1026,GETFH,P,NONE,32,0
1026,LOOKUP,P,NONE,33,0
1026,"""foo""",P,NONE,34,0
1026,GETFH,P,NONE,35,0
1026,LOOKUP,P,NONE,36,0
1026,"""bar""",P,NONE,37,0
1026,GETFH,P,NONE,38,0
1026,NFSv4,P,NONE,39,0
1026,servers,P,NONE,40,0
1026,depart,P,NONE,41,0
1026,from,P,NONE,42,0
1026,the,P,NONE,43,0
1026,semantics,P,NONE,44,0
1026,of,P,NONE,45,0
1026,previous,P,NONE,46,0
1026,NFS,P,NONE,47,0
1026,versions,P,NONE,48,0
1026,in,P,NONE,49,0
1026,allowing,T27,Pred_Name,50,0
1026,LOOKUP,T28,Op_return,51,0
1026,requests,T29,Variable,52,0
1026,to,P,NONE,53,0
1026,cross,T30,Pred_Name,54,0
1026,mount,T32,Variable,55,0
1026,points,T32,Variable,56,0
1026,on,P,NONE,57,0
1026,the,P,NONE,58,0
1026,server,P,NONE,59,0
1026,.,P,NONE,60,0
1027,The,P,NONE,0,0
1027,client,P,NONE,1,0
1027,can,P,NONE,2,0
1027,detect,T34,Pred_Name,3,0
1027,a,P,NONE,4,0
1027,mount,T36,Variable,5,0
1027,point,T36,Variable,6,0
1027,crossing,T35,Func_Name,7,0
1027,by,P,NONE,8,0
1027,comparing,T37,Pred_Name,9,0
1027,the,P,NONE,10,0
1027,fsid,T40,Variable,11,0
1027,attribute,T38,Func_Name,12,0
1027,of,T38,Func_Name,13,0
1027,the,T38,Func_Name,14,0
1027,directory,T38,Func_Name,15,0
1027,with,P,NONE,16,0
1027,the,P,NONE,17,0
1027,fsid,T41,Variable,18,0
1027,attribute,T39,Func_Name,19,0
1027,of,T39,Func_Name,20,0
1027,the,T39,Func_Name,21,0
1027,directory,T39,Func_Name,22,0
1027,looked,T42,Variable,23,0
1027,up,T42,Variable,24,0
1027,.,P,NONE,25,0
1028,If,T43,if_else,0,0
1028,the,P,NONE,1,0
1028,fsids,T44,Variable,2,0
1028,are,P,NONE,3,0
1028,different,T45,Pred_Name,4,0
1028,",",P,NONE,5,0
1028,then,P,NONE,6,0
1028,the,P,NONE,7,0
1028,new,T46,Variable,8,0
1028,directory,T46,Variable,9,0
1028,is,T49,Pred_Name,10,0
1028,a,P,NONE,11,0
1028,server,P,NONE,12,0
1028,mount,T47,Func_Name,13,0
1028,point,T47,Func_Name,14,0
1028,.,P,NONE,15,0
1029,The,P,NONE,0,0
1029,LOOKUPP,T51,OperationName,1,0
1029,operator,P,NONE,2,0
1029,must,P,NONE,3,0
1029,be,P,NONE,4,0
1029,used,T50,Pred_Name,5,0
1029,to,P,NONE,6,0
1029,look,T52,Func_Name,7,0
1029,up,T52,Func_Name,8,0
1029,a,P,NONE,9,0
1029,parent,T53,Variable,10,0
1029,directory,T53,Variable,11,0
1029,.,P,NONE,12,0
1030,The,P,NONE,0,0
1030,client,P,NONE,1,0
1030,is,P,NONE,2,0
1030,responsible,P,NONE,3,0
1030,for,P,NONE,4,0
1030,all,P,NONE,5,0
1030,parsing,T57,Func_Name,6,0
1030,of,P,NONE,7,0
1030,filenames,T55,Variable,8,0
1030,",",P,NONE,9,0
1030,including,P,NONE,10,0
1030,filenames,P,NONE,11,0
1030,that,P,NONE,12,0
1030,are,P,NONE,13,0
1030,modified,P,NONE,14,0
1030,by,P,NONE,15,0
1030,symbolic,P,NONE,16,0
1030,links,P,NONE,17,0
1030,encountered,P,NONE,18,0
1030,during,P,NONE,19,0
1030,the,P,NONE,20,0
1030,lookup,P,NONE,21,0
1030,process,P,NONE,22,0
1030,.,P,NONE,23,0
1031,If,T54,if_else,0,0
1031,the,P,NONE,1,0
1031,current,T58,Variable,2,0
1031,filehandle,T58,Variable,3,0
1031,supplied,P,NONE,4,0
1031,is,T59,Pred_Name,5,0
1031,not,T59,Pred_Name,6,0
1031,a,P,NONE,7,0
1031,directory,T60,Variable,8,0
1031,but,T61,and,9,0
1031,a,P,NONE,10,0
1031,symbolic,T62,Pred_Name,11,0
1031,link,T62,Pred_Name,12,0
1031,",",P,NONE,13,0
1031,NFS4ERR_SYMLINK,T63,Value,14,0
1031,is,P,NONE,15,0
1031,returned,T64,Op_return,16,0
1031,as,P,NONE,17,0
1031,the,P,NONE,18,0
1031,error,P,NONE,19,0
1031,.,P,NONE,20,0
1032,Each,P,NONE,0,4
1032,individual,P,NONE,1,4
1032,device_error4,T1,Variable,2,4
1032,describes,T2,Pred_Name,3,4
1032,a,P,NONE,4,4
1032,single,P,NONE,5,4
1032,error,T3,Variable,6,4
1032,associated,T4,Pred_Name,7,4
1032,with,P,NONE,8,4
1032,a,P,NONE,9,4
1032,storage,T5,Variable,10,4
1032,device,T5,Variable,11,4
1032,",",P,NONE,12,4
1032,which,P,NONE,13,4
1032,is,P,NONE,14,4
1032,identified,T6,Pred_Name,15,4
1032,via,P,NONE,16,4
1032,de_deviceid,T7,Variable,17,4
1032,.,P,NONE,18,4
1033,If,T8,if_else,0,4
1033,the,P,NONE,1,4
1033,layout,T9,Variable,2,4
1033,type,T9,Variable,3,4
1033,(see,P,NONE,4,4
1033,Section,P,NONE,5,4
1033,12.2.7,P,NONE,6,4
1033,of,P,NONE,7,4
1033,[RFC5661]),P,NONE,8,4
1033,supports,T10,Pred_Name,9,4
1033,NFSv4,T11,Variable,10,4
1033,operations,T11,Variable,11,4
1033,",",P,NONE,12,4
1033,then,P,NONE,13,4
1033,the,P,NONE,14,4
1033,operation,T13,OperationName,15,4
1033,that,P,NONE,16,4
1033,returned,T12,Pred_Name,17,4
1033,the,P,NONE,18,4
1033,error,T14,Variable,19,4
1033,is,P,NONE,20,4
1033,identified,T15,Pred_Name,21,4
1033,via,P,NONE,22,4
1033,de_opnum,T16,Variable,23,4
1033,.,P,NONE,24,4
1034,If,T17,if_else,0,4
1034,the,P,NONE,1,4
1034,layout,T18,Variable,2,4
1034,type,T18,Variable,3,4
1034,does,P,NONE,4,4
1034,not,T19,Pred_Name,5,4
1034,support,T19,Pred_Name,6,4
1034,NFSv4,T20,Variable,7,4
1034,operations,T20,Variable,8,4
1034,",",P,NONE,9,4
1034,then,P,NONE,10,4
1034,either,P,NONE,11,4
1034,-1,P,NONE,12,4
1034,it,P,NONE,13,4
1034,MAY,P,NONE,14,4
1034,choose,P,NONE,15,4
1034,to,P,NONE,16,4
1034,map,T22,Pred_Name,17,4
1034,the,P,NONE,18,4
1034,operation,T23,Variable,19,4
1034,onto,P,NONE,20,4
1034,one,P,NONE,21,4
1034,of,P,NONE,22,4
1034,the,P,NONE,23,4
1034,allowed,T24,Variable,24,4
1034,operations,T24,Variable,25,4
1034,that,P,NONE,26,4
1034,can,P,NONE,27,4
1034,be,P,NONE,28,4
1034,sent,T25,Pred_Name,29,4
1034,to,P,NONE,30,4
1034,a,P,NONE,31,4
1034,storage,T26,Variable,32,4
1034,device,T26,Variable,33,4
1034,with,T27,Pred_Name,34,4
1034,the,P,NONE,35,4
1034,file,T28,Variable,36,4
1034,layout,T28,Variable,37,4
1034,type,T28,Variable,38,4
1034,(see,P,NONE,39,4
1034,Section,P,NONE,40,4
1034,3.3),P,NONE,41,4
1034,or,T21,or,42,4
1034,-2,P,NONE,43,4
1034,it,P,NONE,44,4
1034,can,P,NONE,45,4
1034,signal,P,NONE,46,4
1034,no,T29,Pred_Name,47,4
1034,support,T29,Pred_Name,48,4
1034,for,P,NONE,49,4
1034,operations,T30,Variable,50,4
1034,by,P,NONE,51,4
1034,marking,T32,Pred_Name,52,4
1034,de_opnum,T31,Variable,53,4
1034,with,P,NONE,54,4
1034,the,P,NONE,55,4
1034,ILLEGAL,T33,OperationName,56,4
1034,operation,T33,OperationName,57,4
1034,.,P,NONE,58,4
1035,"Finally,",P,NONE,0,4
1035,the,P,NONE,1,4
1035,NFS,T34,Variable,2,4
1035,error,T34,Variable,3,4
1035,value,T34,Variable,4,4
1035,(nfsstat4),P,NONE,5,4
1035,encountered,T35,Func_Name,6,4
1035,is,P,NONE,7,4
1035,provided,T36,Pred_Name,8,4
1035,via,P,NONE,9,4
1035,de_status,T37,Variable,10,4
1035,and,P,NONE,11,4
1035,may,P,NONE,12,4
1035,consist,P,NONE,13,4
1035,of,P,NONE,14,4
1035,the,P,NONE,15,4
1035,following,P,NONE,16,4
1035,error,P,NONE,17,4
1035,codes:,P,NONE,18,4
1035,NFS4ERR_NXIO:,P,NONE,19,4
1035,The,P,NONE,20,4
1035,client,P,NONE,21,4
1035,was,P,NONE,22,4
1035,unable,P,NONE,23,4
1035,to,P,NONE,24,4
1035,establish,P,NONE,25,4
1035,any,P,NONE,26,4
1035,communication,P,NONE,27,4
1035,with,P,NONE,28,4
1035,the,P,NONE,29,4
1035,storage,P,NONE,30,4
1035,device,P,NONE,31,4
1035,.,P,NONE,32,4
1036,Note,P,NONE,0,4
1036,that,P,NONE,1,4
1036,while,P,NONE,2,4
1036,the,P,NONE,3,4
1036,metadata,P,NONE,4,4
1036,server,P,NONE,5,4
1036,may,P,NONE,6,4
1036,return,T39,Op_return,7,4
1036,an,P,NONE,8,4
1036,error,T40,Variable,9,4
1036,associated,T41,Pred_Name,10,4
1036,with,P,NONE,11,4
1036,the,P,NONE,12,4
1036,layout,P,NONE,13,4
1036,stateid,T43,Variable,14,4
1036,or,T42,or,15,4
1036,the,P,NONE,16,4
1036,open,T44,Variable,17,4
1036,file,T44,Variable,18,4
1036,",",P,NONE,19,4
1036,it,P,NONE,20,4
1036,MUST,P,NONE,21,4
1036,NOT,T45,Op_return,22,4
1036,return,T45,Op_return,23,4
1036,an,P,NONE,24,4
1036,error,T46,Variable,25,4
1036,in,P,NONE,26,4
1036,the,P,NONE,27,4
1036,processing,T47,Func_Name,28,4
1036,of,P,NONE,29,4
1036,the,P,NONE,30,4
1036,errors,T48,Variable,31,4
1036,.,P,NONE,32,4
1037,If,T149,if_else,0,4
1037,LAYOUTERROR,T49,Variable,1,4
1037,is,P,NONE,2,4
1037,in,P,NONE,3,4
1037,a,P,NONE,4,4
1037,COMPOUND,T50,Func_Name,5,4
1037,before,T52,Pred_Name,6,4
1037,LAYOUTRETURN,T51,Variable,7,4
1037,",",P,NONE,8,4
1037,it,T150,Op_return,9,4
1037,MUST,P,NONE,10,4
1037,NOT,T53,Pred_Name,11,4
1037,introduce,T53,Pred_Name,12,4
1037,an,P,NONE,13,4
1037,error,T54,Variable,14,4
1037,other,P,NONE,15,4
1037,than,P,NONE,16,4
1037,what,P,NONE,17,4
1037,LAYOUTRETURN,P,NONE,18,4
1037,would,P,NONE,19,4
1037,already,P,NONE,20,4
1037,encounter,P,NONE,21,4
1037,.,P,NONE,22,4
1038,IMPLEMENTATION,P,NONE,0,4
1038,There,P,NONE,1,4
1038,are,P,NONE,2,4
1038,two,P,NONE,3,4
1038,broad,P,NONE,4,4
1038,classes,P,NONE,5,4
1038,of,P,NONE,6,4
1038,errors,T58,Func_Name,7,4
1038,:,P,NONE,8,4
1038,transient,T56,Variable,9,4
1038,and,T55,and,10,4
1038,persistent,T57,Variable,11,4
1038,.,P,NONE,12,4
1039,The,P,NONE,0,4
1039,client,P,NONE,1,4
1039,SHOULD,P,NONE,2,4
1039,strive,P,NONE,3,4
1039,to,P,NONE,4,4
1039,only,P,NONE,5,4
1039,use,T59,Pred_Name,6,4
1039,this,P,NONE,7,4
1039,new,T61,Variable,8,4
1039,mechanism,T61,Variable,9,4
1039,to,P,NONE,10,4
1039,report,T62,Pred_Name,11,4
1039,persistent,T64,Variable,12,4
1039,errors,T63,Func_Name,13,4
1039,.,P,NONE,14,4
1040,It,T195,Op_return,0,4
1040,MUST,P,NONE,1,4
1040,be,P,NONE,2,4
1040,able,P,NONE,3,4
1040,to,P,NONE,4,4
1040,deal,T65,Pred_Name,5,4
1040,with,P,NONE,6,4
1040,transient,T66,Variable,7,4
1040,issues,T66,Variable,8,4
1040,by,P,NONE,9,4
1040,itself,T67,Variable,10,4
1040,.,P,NONE,11,4
1041,"Also,",P,NONE,0,4
1041,while,T71,if_else,1,4
1041,the,P,NONE,2,4
1041,client,P,NONE,3,4
1041,might,P,NONE,4,4
1041,consider,P,NONE,5,4
1041,an,P,NONE,6,4
1041,issue,T68,Func_Name,7,4
1041,to,P,NONE,8,4
1041,be,P,NONE,9,4
1041,persistent,T69,Variable,10,4
1041,",",P,NONE,11,4
1041,it,P,NONE,12,4
1041,MUST,P,NONE,13,4
1041,be,P,NONE,14,4
1041,prepared,P,NONE,15,4
1041,for,P,NONE,16,4
1041,the,P,NONE,17,4
1041,metadata,P,NONE,18,4
1041,server,P,NONE,19,4
1041,to,P,NONE,20,4
1041,consider,P,NONE,21,4
1041,such,P,NONE,22,4
1041,issues,T73,Func_Name,23,4
1041,to,P,NONE,24,4
1041,be,P,NONE,25,4
1041,transient,T74,Variable,26,4
1041,.,P,NONE,27,4
1042,A,P,NONE,0,4
1042,prime,P,NONE,1,4
1042,example,P,NONE,2,4
1042,of,P,NONE,3,4
1042,this,P,NONE,4,4
1042,is,P,NONE,5,4
1042,if,P,NONE,6,4
1042,the,P,NONE,7,4
1042,metadata,P,NONE,8,4
1042,server,P,NONE,9,4
1042,fences,T76,Pred_Name,10,4
1042,off,T76,Pred_Name,11,4
1042,a,P,NONE,12,4
1042,client,P,NONE,13,4
1042,from,T79,Pred_Name,14,4
1042,either,P,NONE,15,4
1042,a,P,NONE,16,4
1042,stateid,T81,Variable,17,4
1042,or,T80,or,18,4
1042,a,P,NONE,19,4
1042,filehandle,T82,Variable,20,4
1042,.,P,NONE,21,4
1043,The,P,NONE,0,4
1043,client,P,NONE,1,4
1043,will,P,NONE,2,4
1043,get,T84,Pred_Name,3,4
1043,an,P,NONE,4,4
1043,error,T83,Value,5,4
1043,from,T85,Pred_Name,6,4
1043,the,P,NONE,7,4
1043,storage,T86,Variable,8,4
1043,device,T86,Variable,9,4
1043,and,T87,and,10,4
1043,might,P,NONE,11,4
1043,relay,T91,Pred_Name,12,4
1043,either,P,NONE,13,4
1043,NFS4ERR_ACCESS,T89,Value,14,4
1043,or,T88,or,15,4
1043,NFS4ERR_BAD_STATEID,T90,Value,16,4
1043,back,P,NONE,17,4
1043,to,P,NONE,18,4
1043,the,P,NONE,19,4
1043,metadata,P,NONE,20,4
1043,server,P,NONE,21,4
1043,",",P,NONE,22,4
1043,with,P,NONE,23,4
1043,the,P,NONE,24,4
1043,belief,P,NONE,25,4
1043,that,P,NONE,26,4
1043,this,P,NONE,27,4
1043,is,P,NONE,28,4
1043,a,P,NONE,29,4
1043,hard,P,NONE,30,4
1043,error,P,NONE,31,4
1043,.,P,NONE,32,4
1044,If,T93,if_else,0,4
1044,the,P,NONE,1,4
1044,metadata,P,NONE,2,4
1044,server,P,NONE,3,4
1044,is,P,NONE,4,4
1044,informed,T95,Pred_Name,5,4
1044,by,T96,Pred_Name,6,4
1044,the,P,NONE,7,4
1044,client,P,NONE,8,4
1044,that,P,NONE,9,4
1044,there,P,NONE,10,4
1044,is,P,NONE,11,4
1044,an,P,NONE,12,4
1044,error,T98,Value,13,4
1044,",",P,NONE,14,4
1044,it,P,NONE,15,4
1044,can,P,NONE,16,4
1044,safely,P,NONE,17,4
1044,ignore,T99,Func_Name,18,4
1044,that,T100,Variable,19,4
1044,.,P,NONE,20,4
1045,For,P,NONE,0,4
1045,the,P,NONE,1,4
1045,metadata,P,NONE,2,4
1045,server,P,NONE,3,4
1045,",",P,NONE,4,4
1045,the,P,NONE,5,4
1045,mission,P,NONE,6,4
1045,is,P,NONE,7,4
1045,accomplished,T102,Pred_Name,8,4
1045,in,P,NONE,9,4
1045,that,P,NONE,10,4
1045,the,P,NONE,11,4
1045,client,P,NONE,12,4
1045,has,P,NONE,13,4
1045,returned,T103,Pred_Name,14,4
1045,a,P,NONE,15,4
1045,layout,T105,Func_Name,16,4
1045,that,P,NONE,17,4
1045,the,P,NONE,18,4
1045,metadata,P,NONE,19,4
1045,server,P,NONE,20,4
1045,had,P,NONE,21,4
1045,most,P,NONE,22,4
1045,likely,P,NONE,23,4
1045,recalled,T107,Variable,24,4
1045,.,P,NONE,25,4
1046,The,P,NONE,0,4
1046,client,P,NONE,1,4
1046,might,P,NONE,2,4
1046,also,P,NONE,3,4
1046,need,P,NONE,4,4
1046,to,P,NONE,5,4
1046,inform,T108,Pred_Name,6,4
1046,the,P,NONE,7,4
1046,metadata,P,NONE,8,4
1046,server,P,NONE,9,4
1046,that,P,NONE,10,4
1046,it,P,NONE,11,4
1046,cannot,T111,Pred_Name,12,4
1046,reach,T111,Pred_Name,13,4
1046,one,T113,Value,14,4
1046,or,T112,or,15,4
1046,more,T114,Variable,16,4
1046,of,P,NONE,17,4
1046,the,P,NONE,18,4
1046,storage,T115,Variable,19,4
1046,devices,T115,Variable,20,4
1046,.,P,NONE,21,4
1047,While,P,NONE,0,4
1047,the,P,NONE,1,4
1047,metadata,P,NONE,2,4
1047,server,P,NONE,3,4
1047,can,P,NONE,4,4
1047,detect,P,NONE,5,4
1047,the,P,NONE,6,4
1047,connectivity,P,NONE,7,4
1047,of,P,NONE,8,4
1047,both,P,NONE,9,4
